Condition_Pair,Band,Subject,Channel,Feature_Type,Feature,Source_Column,BCM,ACM,Change,Change_Percent,Direction
BCM_vs_ACM,Beta,9,TP9,EN,Entropy,RAW_TP9_EN,5.406201707465828,5.406270372258356,6.866479252742863e-05,0.0012701115541546347,Increase
BCM_vs_ACM,Beta,9,TP9,HJ,Hjorth Activity,RAW_TP9_HJ_Activity,2210505.941549495,1922064.87236798,-288441.0691815149,-13.048644826501885,Decrease
BCM_vs_ACM,Beta,9,TP9,HJ,Hjorth Complexity,RAW_TP9_HJ_Complexity,1.3241729468089578,1.31791086499571,-0.006262081813247722,-0.47290513133789086,Decrease
BCM_vs_ACM,Beta,9,TP9,HJ,Hjorth Mobility,RAW_TP9_HJ_Mobility,0.6636531743624009,0.6685097271696437,0.004856552807242842,0.7317907899572293,Increase
BCM_vs_ACM,Beta,14,AF7,BP,Beta Band Power,RAW_AF7_BP_Beta,703444.466242678,658930.6087246875,-44513.85751799052,-6.327984603497312,Decrease
BCM_vs_ACM,Beta,14,AF7,RP,Beta Relative Power,RAW_AF7_RP_Beta,0.394294702240308,0.3785725767923071,-0.01572212544800089,-3.987404689606719,Decrease
BCM_vs_ACM,Beta,14,AF7,EN,Entropy,RAW_AF7_EN,5.407423366123863,5.40746778969903,4.442357516687423e-05,0.0008215294449696073,Increase
BCM_vs_ACM,Beta,14,AF7,HJ,Hjorth Activity,RAW_AF7_HJ_Activity,1834475.4342915807,1787410.0245287656,-47065.40976281511,-2.5656058883661395,Decrease
BCM_vs_ACM,Beta,14,AF7,HJ,Hjorth Complexity,RAW_AF7_HJ_Complexity,1.3062192949510565,1.3096437727929655,0.003424477841909024,0.26216714568110383,Increase
BCM_vs_ACM,Beta,14,AF7,HJ,Hjorth Mobility,RAW_AF7_HJ_Mobility,0.6764427179440047,0.674487230013192,-0.0019554879308126827,-0.2890840390382554,Decrease
BCM_vs_ACM,Beta,14,AF8,BP,Beta Band Power,RAW_AF8_BP_Beta,684003.9815726782,679086.8797409867,-4917.101831691456,-0.7188703522435556,Decrease
BCM_vs_ACM,Beta,14,AF8,RP,Beta Relative Power,RAW_AF8_RP_Beta,0.3839297139842677,0.3968309748072451,0.012901260822977434,3.3603184002335618,Increase
BCM_vs_ACM,Beta,14,AF8,EN,Entropy,RAW_AF8_EN,5.4087497838818495,5.402170583083195,-0.006579200798654483,-0.1216399549163948,Decrease
BCM_vs_ACM,Beta,14,AF8,HJ,Hjorth Activity,RAW_AF8_HJ_Activity,1787825.349666122,1736566.0720054563,-51259.2776606658,-2.8671300398687443,Decrease
BCM_vs_ACM,Beta,14,AF8,HJ,Hjorth Complexity,RAW_AF8_HJ_Complexity,1.306939320782014,1.3093339458499933,0.0023946250679793835,0.1832238903445454,Increase
BCM_vs_ACM,Beta,14,AF8,HJ,Hjorth Mobility,RAW_AF8_HJ_Mobility,0.678124530355217,0.6731473301790123,-0.004977200176204732,-0.7339655112605293,Decrease
BCM_vs_ACM,Beta,14,TP10,BP,Beta Band Power,RAW_TP10_BP_Beta,609287.8146690162,629654.9118794433,20367.097210427164,3.3427711370678237,Increase
BCM_vs_ACM,Beta,14,TP10,RP,Beta Relative Power,RAW_TP10_RP_Beta,0.375764456069209,0.3737792274940127,-0.001985228575196285,-0.5283172857708079,Decrease
BCM_vs_ACM,Beta,14,TP10,EN,Entropy,RAW_TP10_EN,5.409726383039741,5.414728509986715,0.005002126946973995,0.09246543342111296,Increase
BCM_vs_ACM,Beta,14,TP10,HJ,Hjorth Activity,RAW_TP10_HJ_Activity,1643903.2103664284,1712478.4610500247,68575.25068359636,4.171489553105188,Increase
BCM_vs_ACM,Beta,14,TP10,HJ,Hjorth Complexity,RAW_TP10_HJ_Complexity,1.3160395528867728,1.3259448709171706,0.009905318030397847,0.7526611193919082,Increase
BCM_vs_ACM,Beta,14,TP10,HJ,Hjorth Mobility,RAW_TP10_HJ_Mobility,0.670533633332011,0.665490705619707,-0.005042927712303968,-0.7520767731283944,Decrease
BCM_vs_ACM,Beta,14,TP9,BP,Beta Band Power,RAW_TP9_BP_Beta,750305.33294205,683436.1085730476,-66869.22436900239,-8.91226830373163,Decrease
BCM_vs_ACM,Beta,14,TP9,RP,Beta Relative Power,RAW_TP9_RP_Beta,0.3829430933772565,0.3793664590305696,-0.0035766343466869244,-0.9339858607042175,Decrease
BCM_vs_ACM,Beta,14,TP9,EN,Entropy,RAW_TP9_EN,5.408502870308953,5.406748330655828,-0.001754539653124887,-0.03244039423103165,Decrease
BCM_vs_ACM,Beta,14,TP9,HJ,Hjorth Activity,RAW_TP9_HJ_Activity,1972352.40596704,1812362.4753310247,-159989.93063601526,-8.111630059212088,Decrease
BCM_vs_ACM,Beta,14,TP9,HJ,Hjorth Complexity,RAW_TP9_HJ_Complexity,1.3293659873089798,1.3206870176163374,-0.008678969692642369,-0.6528653339635315,Decrease
BCM_vs_ACM,Beta,14,TP9,HJ,Hjorth Mobility,RAW_TP9_HJ_Mobility,0.662644578317564,0.6680478222782341,0.0054032439606701566,0.8154060468417084,Increase
BCM_vs_ACM,Beta,16,AF7,BP,Beta Band Power,RAW_AF7_BP_Beta,920987.7832528764,757581.1136454421,-163406.6696074343,-17.742544752362647,Decrease
BCM_vs_ACM,Beta,16,AF7,RP,Beta Relative Power,RAW_AF7_RP_Beta,0.3885812824291866,0.3811396890723619,-0.007441593356824705,-1.9150673728554668,Decrease
BCM_vs_ACM,Beta,16,AF7,EN,Entropy,RAW_AF7_EN,5.408280770167084,5.408253572985302,-2.7197181782234736e-05,-0.0005028803595452849,Decrease
BCM_vs_ACM,Beta,16,AF7,HJ,Hjorth Activity,RAW_AF7_HJ_Activity,2442847.796990736,1978991.109588776,-463856.6874019599,-18.98835809473557,Decrease
BCM_vs_ACM,Beta,16,AF7,HJ,Hjorth Complexity,RAW_AF7_HJ_Complexity,1.3295220161393468,1.3182415850620348,-0.011280431077312025,-0.8484576366826954,Decrease
BCM_vs_ACM,Beta,16,AF7,HJ,Hjorth Mobility,RAW_AF7_HJ_Mobility,0.6579866996606233,0.669502049829859,0.01151535016923566,1.7500885922428302,Increase
BCM_vs_ACM,Beta,16,AF8,BP,Beta Band Power,RAW_AF8_BP_Beta,705073.2703633026,662590.0613549598,-42483.2090083427,-6.025360880075969,Decrease
BCM_vs_ACM,Beta,16,AF8,RP,Beta Relative Power,RAW_AF8_RP_Beta,0.3710641831578103,0.3829548102279775,0.011890627070167192,3.2044663995797764,Increase
BCM_vs_ACM,Beta,16,AF8,EN,Entropy,RAW_AF8_EN,5.415605795807663,5.402600676132455,-0.013005119675207233,-0.2401415495432621,Decrease
BCM_vs_ACM,Beta,16,AF8,HJ,Hjorth Activity,RAW_AF8_HJ_Activity,1900681.1761997144,1756122.3303054278,-144558.84589428664,-7.605633585708595,Decrease
BCM_vs_ACM,Beta,16,AF8,HJ,Hjorth Complexity,RAW_AF8_HJ_Complexity,1.3376017794408612,1.309513824251014,-0.02808795518984719,-2.0998742392215117,Decrease
BCM_vs_ACM,Beta,16,AF8,HJ,Hjorth Mobility,RAW_AF8_HJ_Mobility,0.6615524556842727,0.6694897251957141,0.00793726951144147,1.199794429488075,Increase
BCM_vs_ACM,Beta,16,TP10,BP,Beta Band Power,RAW_TP10_BP_Beta,771768.9349525699,706465.8112496074,-65303.12370296253,-8.461486430128964,Decrease
BCM_vs_ACM,Beta,16,TP10,RP,Beta Relative Power,RAW_TP10_RP_Beta,0.3819096991952558,0.387578875058573,0.005669175863317222,1.4844283544678423,Increase
BCM_vs_ACM,Beta,16,TP10,EN,Entropy,RAW_TP10_EN,5.412173046734057,5.401326090064533,-0.010846956669523955,-0.200417772600037,Decrease
BCM_vs_ACM,Beta,16,TP10,HJ,Hjorth Activity,RAW_TP10_HJ_Activity,2050382.2717192683,1818742.9613372888,-231639.31038197945,-11.297371888986698,Decrease
BCM_vs_ACM,Beta,16,TP10,HJ,Hjorth Complexity,RAW_TP10_HJ_Complexity,1.350477572950621,1.3242127690120935,-0.026264803938527592,-1.9448530256701968,Decrease
BCM_vs_ACM,Beta,16,TP10,HJ,Hjorth Mobility,RAW_TP10_HJ_Mobility,0.6492808943399573,0.6605699178370444,0.011289023497087158,1.7386963940411795,Increase
BCM_vs_ACM,Beta,16,TP9,BP,Beta Band Power,RAW_TP9_BP_Beta,735458.2696216678,662510.2284243198,-72948.04119734804,-9.918719281635619,Decrease
BCM_vs_ACM,Beta,16,TP9,RP,Beta Relative Power,RAW_TP9_RP_Beta,0.3699870096832004,0.384253999596579,0.014266989913378603,3.8560786027581466,Increase
BCM_vs_ACM,Beta,16,TP9,EN,Entropy,RAW_TP9_EN,5.397441073760335,5.409504762427595,0.012063688667259598,0.22350755668102115,Increase
BCM_vs_ACM,Beta,16,TP9,HJ,Hjorth Activity,RAW_TP9_HJ_Activity,1988748.8144064527,1752578.291113219,-236170.5232932337,-11.87533194651932,Decrease
BCM_vs_ACM,Beta,16,TP9,HJ,Hjorth Complexity,RAW_TP9_HJ_Complexity,1.3389205975402632,1.3226843836446236,-0.016236213895639562,-1.2126345599184285,Decrease
BCM_vs_ACM,Beta,16,TP9,HJ,Hjorth Mobility,RAW_TP9_HJ_Mobility,0.655664440963715,0.6656458372381333,0.009981396274418297,1.5223330183572783,Increase
BCM_vs_ACM,Beta,22,AF7,BP,Beta Band Power,RAW_AF7_BP_Beta,685260.6264720224,720816.5384247708,35555.91195274843,5.188669913198361,Increase
BCM_vs_ACM,Beta,22,AF7,RP,Beta Relative Power,RAW_AF7_RP_Beta,0.3919580337197479,0.3880799227777837,-0.003878110941964219,-0.9894199399768112,Decrease
BCM_vs_ACM,Beta,22,AF7,EN,Entropy,RAW_AF7_EN,5.397841435841048,5.402350817772242,0.004509381931193879,0.08354046677347912,Increase
BCM_vs_ACM,Beta,22,AF7,HJ,Hjorth Activity,RAW_AF7_HJ_Activity,1774807.125842812,1855673.557198056,80866.43135524401,4.5563503874733735,Increase
BCM_vs_ACM,Beta,22,AF7,HJ,Hjorth Complexity,RAW_AF7_HJ_Complexity,1.305842770171415,1.321043470220376,0.015200700048960902,1.16405285507424,Increase
BCM_vs_ACM,Beta,22,AF7,HJ,Hjorth Mobility,RAW_AF7_HJ_Mobility,0.6731248594124947,0.6668849916422241,-0.006239867770270524,-0.927000048061915,Decrease
BCM_vs_ACM,Beta,22,AF8,BP,Beta Band Power,RAW_AF8_BP_Beta,759739.6595460706,765550.4871675048,5810.827621434233,0.7648445817487121,Increase
BCM_vs_ACM,Beta,22,AF8,RP,Beta Relative Power,RAW_AF8_RP_Beta,0.3875993251535966,0.388228540422839,0.0006292152692424224,0.1623365234170826,Increase
BCM_vs_ACM,Beta,22,AF8,EN,Entropy,RAW_AF8_EN,5.4053285817415935,5.400305713679187,-0.0050228680624062605,-0.09292437983090929,Decrease
BCM_vs_ACM,Beta,22,AF8,HJ,Hjorth Activity,RAW_AF8_HJ_Activity,2020381.148836136,1975561.129522391,-44820.0193137452,-2.21839425395373,Decrease
BCM_vs_ACM,Beta,22,AF8,HJ,Hjorth Complexity,RAW_AF8_HJ_Complexity,1.315931022130051,1.317697814511417,0.0017667923813660114,0.13426177752889867,Increase
BCM_vs_ACM,Beta,22,AF8,HJ,Hjorth Mobility,RAW_AF8_HJ_Mobility,0.6721525309492588,0.6681524259113861,-0.0040001050378726255,-0.5951186454990223,Decrease
BCM_vs_ACM,Beta,22,TP10,BP,Beta Band Power,RAW_TP10_BP_Beta,661497.5928518398,720109.1980648814,58611.605213041534,8.86044119380026,Increase
BCM_vs_ACM,Beta,22,TP10,RP,Beta Relative Power,RAW_TP10_RP_Beta,0.3883846068886722,0.3851807681090858,-0.00320383877958641,-0.8249139442606098,Decrease
BCM_vs_ACM,Beta,22,TP10,EN,Entropy,RAW_TP10_EN,5.405457649718593,5.408393449039108,0.0029357993205154642,0.054311762495601115,Increase
BCM_vs_ACM,Beta,22,TP10,HJ,Hjorth Activity,RAW_TP10_HJ_Activity,1738863.137738412,1904981.483468272,166118.34572986,9.553273177434521,Increase
BCM_vs_ACM,Beta,22,TP10,HJ,Hjorth Complexity,RAW_TP10_HJ_Complexity,1.317886063662882,1.316898015366885,-0.0009880482959969683,-0.07497220914916004,Decrease
BCM_vs_ACM,Beta,22,TP10,HJ,Hjorth Mobility,RAW_TP10_HJ_Mobility,0.6701668682617878,0.6720277145455087,0.0018608462837208517,0.27766909583986593,Increase
BCM_vs_ACM,Beta,22,TP9,BP,Beta Band Power,RAW_TP9_BP_Beta,664599.925143696,630530.2506371399,-34069.674506556126,-5.126343416182266,Decrease
BCM_vs_ACM,Beta,22,TP9,RP,Beta Relative Power,RAW_TP9_RP_Beta,0.3910768907639559,0.3901187548073959,-0.0009581359565600245,-0.24499937970978986,Decrease
BCM_vs_ACM,Beta,22,TP9,EN,Entropy,RAW_TP9_EN,5.408341390116823,5.40610769232358,-0.002233697793243117,-0.041300976253550954,Decrease
BCM_vs_ACM,Beta,22,TP9,HJ,Hjorth Activity,RAW_TP9_HJ_Activity,1702855.6019522983,1637880.1795871535,-64975.42236514483,-3.8156742292565196,Decrease
BCM_vs_ACM,Beta,22,TP9,HJ,Hjorth Complexity,RAW_TP9_HJ_Complexity,1.3146606875161235,1.3092792567601683,-0.005381430755955208,-0.4093399009384471,Decrease
BCM_vs_ACM,Beta,22,TP9,HJ,Hjorth Mobility,RAW_TP9_HJ_Mobility,0.6704364880079637,0.6728683263981227,0.0024318383901589247,0.36272464784614145,Increase
BCM_vs_ACM,Beta,25,AF7,BP,Beta Band Power,RAW_AF7_BP_Beta,618852.3592177716,639578.2090796758,20725.84986190428,3.349078266115318,Increase
BCM_vs_ACM,Beta,25,AF7,RP,Beta Relative Power,RAW_AF7_RP_Beta,0.3845731645525925,0.3889130392683346,0.004339874715742098,1.128491303024498,Increase
BCM_vs_ACM,Beta,25,AF7,EN,Entropy,RAW_AF7_EN,5.415325037729471,5.406020567810018,-0.009304469919452885,-0.17181738593024598,Decrease
BCM_vs_ACM,Beta,25,AF7,HJ,Hjorth Activity,RAW_AF7_HJ_Activity,1641770.582196534,1674001.7394620045,32231.157265470596,1.9631949564078772,Increase
BCM_vs_ACM,Beta,25,AF7,HJ,Hjorth Complexity,RAW_AF7_HJ_Complexity,1.305229576089491,1.304996918920906,-0.00023265716858489327,-0.017824999743105842,Decrease
BCM_vs_ACM,Beta,25,AF7,HJ,Hjorth Mobility,RAW_AF7_HJ_Mobility,0.6796464498028739,0.678296116676766,-0.0013503331261078833,-0.19868170083129788,Decrease
BCM_vs_ACM,Beta,25,AF8,BP,Beta Band Power,RAW_AF8_BP_Beta,445921.22911022726,620694.0766301084,174772.84751988115,39.19365935293452,Increase
BCM_vs_ACM,Beta,25,AF8,RP,Beta Relative Power,RAW_AF8_RP_Beta,0.3775487538148224,0.3878865154906799,0.010337761675857482,2.738126287374234,Increase
BCM_vs_ACM,Beta,25,AF8,EN,Entropy,RAW_AF8_EN,5.419577827055941,5.410205355070173,-0.009372471985768627,-0.1729373077544677,Decrease
BCM_vs_ACM,Beta,25,AF8,HJ,Hjorth Activity,RAW_AF8_HJ_Activity,1214239.4191381135,1643173.1678564502,428933.7487183367,35.32530256864834,Increase
BCM_vs_ACM,Beta,25,AF8,HJ,Hjorth Complexity,RAW_AF8_HJ_Complexity,1.3130575111395395,1.3040176136183526,-0.009039897521186946,-0.6884616587236649,Decrease
BCM_vs_ACM,Beta,25,AF8,HJ,Hjorth Mobility,RAW_AF8_HJ_Mobility,0.6789324585368764,0.6769460199931938,-0.0019864385436826337,-0.2925826448132233,Decrease
BCM_vs_ACM,Beta,25,TP10,BP,Beta Band Power,RAW_TP10_BP_Beta,697301.5794696867,632495.705456235,-64805.87401345174,-9.293808578884626,Decrease
BCM_vs_ACM,Beta,25,TP10,RP,Beta Relative Power,RAW_TP10_RP_Beta,0.3354424361048976,0.3828810761724536,0.04743864006755599,14.142110526743629,Increase
BCM_vs_ACM,Beta,25,TP10,EN,Entropy,RAW_TP10_EN,5.362977887931235,5.449818655812803,0.0868407678815677,1.6192639555160735,Increase
BCM_vs_ACM,Beta,25,TP10,HJ,Hjorth Activity,RAW_TP10_HJ_Activity,2106875.3424996417,1691212.0914788805,-415663.2510207612,-19.728896277632142,Decrease
BCM_vs_ACM,Beta,25,TP10,HJ,Hjorth Complexity,RAW_TP10_HJ_Complexity,1.3336772190420805,1.3054112438946297,-0.028265975147450773,-2.1194015121404663,Decrease
BCM_vs_ACM,Beta,25,TP10,HJ,Hjorth Mobility,RAW_TP10_HJ_Mobility,0.6750449165894022,0.6923738960601168,0.017328979470714545,2.567085396075198,Increase
BCM_vs_ACM,Beta,25,TP9,BP,Beta Band Power,RAW_TP9_BP_Beta,786741.5005931274,804024.1122896301,17282.61169650266,2.1967331942541777,Increase
BCM_vs_ACM,Beta,25,TP9,RP,Beta Relative Power,RAW_TP9_RP_Beta,0.3879176774681853,0.3818364468736897,-0.006081230594495557,-1.567660085558824,Decrease
BCM_vs_ACM,Beta,25,TP9,EN,Entropy,RAW_TP9_EN,5.40594473298547,5.412959422891655,0.007014689906184479,0.12975881650034127,Increase
BCM_vs_ACM,Beta,25,TP9,HJ,Hjorth Activity,RAW_TP9_HJ_Activity,2063535.497638582,2109660.7344551533,46125.23681657133,2.2352528885185152,Increase
BCM_vs_ACM,Beta,25,TP9,HJ,Hjorth Complexity,RAW_TP9_HJ_Complexity,1.3261675075888968,1.321378103154624,-0.0047894044342728925,-0.36114626597815697,Decrease
BCM_vs_ACM,Beta,25,TP9,HJ,Hjorth Mobility,RAW_TP9_HJ_Mobility,0.6659662002840925,0.6666004483466148,0.0006342480625223246,0.09523727514275689,Increase
BCM_vs_ACM,Beta,26,AF7,BP,Beta Band Power,RAW_AF7_BP_Beta,618553.784987431,602546.6849922512,-16007.0999951798,-2.587826698935334,Decrease
BCM_vs_ACM,Beta,26,AF7,RP,Beta Relative Power,RAW_AF7_RP_Beta,0.3879516681892117,0.3723159230190816,-0.015635745170130055,-4.030333274016029,Decrease
BCM_vs_ACM,Beta,26,AF7,EN,Entropy,RAW_AF7_EN,5.41254828681525,5.417671151861052,0.005122865045802172,0.09464793244027522,Increase
BCM_vs_ACM,Beta,26,AF7,HJ,Hjorth Activity,RAW_AF7_HJ_Activity,1609530.6560312938,1637585.855087157,28055.19905586331,1.7430670829868207,Increase
BCM_vs_ACM,Beta,26,AF7,HJ,Hjorth Complexity,RAW_AF7_HJ_Complexity,1.3065688791215873,1.3208251634836845,0.014256284362097249,1.0911238274465729,Increase
BCM_vs_ACM,Beta,26,AF7,HJ,Hjorth Mobility,RAW_AF7_HJ_Mobility,0.6764637893122266,0.674962554191226,-0.0015012351210006436,-0.22192394400400609,Decrease
BCM_vs_ACM,Beta,26,AF8,BP,Beta Band Power,RAW_AF8_BP_Beta,618075.0900431494,610307.9725911086,-7767.11745204078,-1.2566624310160337,Decrease
BCM_vs_ACM,Beta,26,AF8,RP,Beta Relative Power,RAW_AF8_RP_Beta,0.377749680958273,0.3767630127537797,-0.0009866682044932795,-0.26119630385664544,Decrease
BCM_vs_ACM,Beta,26,AF8,EN,Entropy,RAW_AF8_EN,5.4192009109134185,5.413295282990782,-0.005905627922636825,-0.10897599147401636,Decrease
BCM_vs_ACM,Beta,26,AF8,HJ,Hjorth Activity,RAW_AF8_HJ_Activity,1650058.6747832326,1694989.703561304,44931.02877807128,2.722995822192435,Increase
BCM_vs_ACM,Beta,26,AF8,HJ,Hjorth Complexity,RAW_AF8_HJ_Complexity,1.3137469451201726,1.3187476321808391,0.0050006870606664755,0.3806430971536186,Increase
BCM_vs_ACM,Beta,26,AF8,HJ,Hjorth Mobility,RAW_AF8_HJ_Mobility,0.6758556726327377,0.675141547568284,-0.0007141250644536745,-0.10566236156187928,Decrease
BCM_vs_ACM,Beta,26,TP10,BP,Beta Band Power,RAW_TP10_BP_Beta,633649.8976924128,624413.8120291196,-9236.085663293255,-1.4576007503400006,Decrease
BCM_vs_ACM,Beta,26,TP10,RP,Beta Relative Power,RAW_TP10_RP_Beta,0.3789935790563896,0.38405177253129,0.005058193474900441,1.3346383037660499,Increase
BCM_vs_ACM,Beta,26,TP10,EN,Entropy,RAW_TP10_EN,5.442735179221878,5.433374149861897,-0.009361029359981288,-0.17199127004594755,Decrease
BCM_vs_ACM,Beta,26,TP10,HJ,Hjorth Activity,RAW_TP10_HJ_Activity,1683626.436840161,1646305.909287444,-37320.5275527169,-2.2166750732876506,Decrease
BCM_vs_ACM,Beta,26,TP10,HJ,Hjorth Complexity,RAW_TP10_HJ_Complexity,1.3118032978955316,1.3076944822086478,-0.0041088156868838155,-0.313218886815989,Decrease
BCM_vs_ACM,Beta,26,TP10,HJ,Hjorth Mobility,RAW_TP10_HJ_Mobility,0.6866274985118752,0.6807211018473732,-0.005906396664501989,-0.8602039209473692,Decrease
BCM_vs_ACM,Beta,26,TP9,BP,Beta Band Power,RAW_TP9_BP_Beta,612860.4116534566,590520.4526323221,-22339.959021134535,-3.6451953163140054,Decrease
BCM_vs_ACM,Beta,26,TP9,RP,Beta Relative Power,RAW_TP9_RP_Beta,0.3850923407108999,0.3821496663347203,-0.0029426743761796215,-0.7641477290219005,Decrease
BCM_vs_ACM,Beta,26,TP9,EN,Entropy,RAW_TP9_EN,5.428215223901505,5.419833687787211,-0.008381536114294263,-0.15440684955505637,Decrease
BCM_vs_ACM,Beta,26,TP9,HJ,Hjorth Activity,RAW_TP9_HJ_Activity,1619235.6045210017,1555359.7273548683,-63875.877166133374,-3.9448167386999238,Decrease
BCM_vs_ACM,Beta,26,TP9,HJ,Hjorth Complexity,RAW_TP9_HJ_Complexity,1.3038746755958113,1.30452247413187,0.0006477985360586747,0.0496825767217743,Increase
BCM_vs_ACM,Beta,26,TP9,HJ,Hjorth Mobility,RAW_TP9_HJ_Mobility,0.6834135133982614,0.6789927746782558,-0.00442073872000559,-0.6468614730814359,Decrease
BCM_vs_ACM,Beta,27,AF7,BP,Beta Band Power,RAW_AF7_BP_Beta,665422.177845893,514100.7624075962,-151321.41543829674,-22.74066306719066,Decrease
BCM_vs_ACM,Beta,27,AF7,RP,Beta Relative Power,RAW_AF7_RP_Beta,0.3219411330668551,0.2871413409356788,-0.034799792131176344,-10.809364991565005,Decrease
BCM_vs_ACM,Beta,27,AF7,EN,Entropy,RAW_AF7_EN,5.360328481517209,5.188864947384367,-0.1714635341328421,-3.198750500534817,Decrease
BCM_vs_ACM,Beta,27,AF7,HJ,Hjorth Activity,RAW_AF7_HJ_Activity,2235478.200594729,1866800.071302968,-368678.12929176074,-16.492137082512244,Decrease
BCM_vs_ACM,Beta,27,AF7,HJ,Hjorth Complexity,RAW_AF7_HJ_Complexity,1.304904233442059,1.4254893494714276,0.1205851160293685,9.240916914744822,Increase
BCM_vs_ACM,Beta,27,AF7,HJ,Hjorth Mobility,RAW_AF7_HJ_Mobility,0.704581964062622,0.6469692944639047,-0.05761266959871725,-8.176858412117506,Decrease
BCM_vs_ACM,Beta,27,AF8,BP,Beta Band Power,RAW_AF8_BP_Beta,640598.1520495984,592381.0816866951,-48217.070362903294,-7.526882525126311,Decrease
BCM_vs_ACM,Beta,27,AF8,RP,Beta Relative Power,RAW_AF8_RP_Beta,0.3860279326350506,0.3816608481084034,-0.004367084526647191,-1.1312871835043652,Decrease
BCM_vs_ACM,Beta,27,AF8,EN,Entropy,RAW_AF8_EN,5.4113195902696,5.406335763910143,-0.004983826359457488,-0.0921000187905957,Decrease
BCM_vs_ACM,Beta,27,AF8,HJ,Hjorth Activity,RAW_AF8_HJ_Activity,1731724.153080434,1569682.0185862738,-162042.1344941603,-9.357271722861618,Decrease
BCM_vs_ACM,Beta,27,AF8,HJ,Hjorth Complexity,RAW_AF8_HJ_Complexity,1.3164107792824429,1.307501943584419,-0.00890883569802381,-0.6767519560178542,Decrease
BCM_vs_ACM,Beta,27,AF8,HJ,Hjorth Mobility,RAW_AF8_HJ_Mobility,0.673104727312746,0.6755898730521683,0.0024851457394223786,0.3692064011114426,Increase
BCM_vs_ACM,Beta,27,TP10,BP,Beta Band Power,RAW_TP10_BP_Beta,340540.1616494594,368719.4023734671,28179.240724007715,8.274865609835025,Increase
BCM_vs_ACM,Beta,27,TP10,RP,Beta Relative Power,RAW_TP10_RP_Beta,0.2832265554986467,0.2718240693903809,-0.01140248610826583,-4.025924083351115,Decrease
BCM_vs_ACM,Beta,27,TP10,EN,Entropy,RAW_TP10_EN,4.917827877317905,4.6975065723754925,-0.22032130494241287,-4.480053195000638,Decrease
BCM_vs_ACM,Beta,27,TP10,HJ,Hjorth Activity,RAW_TP10_HJ_Activity,1204037.5465365842,1368444.8211107592,164407.274574175,13.654663431974592,Increase
BCM_vs_ACM,Beta,27,TP10,HJ,Hjorth Complexity,RAW_TP10_HJ_Complexity,1.2109332971682916,1.167761621269355,-0.04317167589893667,-3.5651572221105425,Decrease
BCM_vs_ACM,Beta,27,TP10,HJ,Hjorth Mobility,RAW_TP10_HJ_Mobility,0.7653371062557094,0.8116374165716042,0.046300310315894766,6.049662290962437,Increase
BCM_vs_ACM,Beta,27,TP9,BP,Beta Band Power,RAW_TP9_BP_Beta,346498.02572738467,371437.54442452086,24939.518697136198,7.197593303679584,Increase
BCM_vs_ACM,Beta,27,TP9,RP,Beta Relative Power,RAW_TP9_RP_Beta,0.2858484594452531,0.3020850755532812,0.016236616108028068,5.680148194444887,Increase
BCM_vs_ACM,Beta,27,TP9,EN,Entropy,RAW_TP9_EN,4.946609840859288,4.90301690699416,-0.04359293386512775,-0.8812688946083346,Decrease
BCM_vs_ACM,Beta,27,TP9,HJ,Hjorth Activity,RAW_TP9_HJ_Activity,1195182.91687662,1224078.3268374535,28895.40996083361,2.417655871148677,Increase
BCM_vs_ACM,Beta,27,TP9,HJ,Hjorth Complexity,RAW_TP9_HJ_Complexity,1.206033439817085,1.203054383452459,-0.0029790563646261425,-0.2470127499182747,Decrease
BCM_vs_ACM,Beta,27,TP9,HJ,Hjorth Mobility,RAW_TP9_HJ_Mobility,0.7674316730786966,0.7777555764404659,0.010323903361769249,1.3452537501290462,Increase
BCM_vs_ACM,Beta,28,AF7,BP,Beta Band Power,RAW_AF7_BP_Beta,781559.1373382623,777955.3889275946,-3603.748410667642,-0.4610973422869629,Decrease
BCM_vs_ACM,Beta,28,AF7,RP,Beta Relative Power,RAW_AF7_RP_Beta,0.3547012766666888,0.3434827247874377,-0.011218551879251137,-3.162816887685792,Decrease
BCM_vs_ACM,Beta,28,AF7,EN,Entropy,RAW_AF7_EN,5.333955742640658,5.372493910257569,0.03853816761691142,0.722506325068091,Increase
BCM_vs_ACM,Beta,28,AF7,HJ,Hjorth Activity,RAW_AF7_HJ_Activity,2212592.343999329,2329888.074427668,117295.73042833898,5.301280678587332,Increase
BCM_vs_ACM,Beta,28,AF7,HJ,Hjorth Complexity,RAW_AF7_HJ_Complexity,1.3133688057653896,1.3380680098821671,0.024699204116777507,1.8805992656711223,Increase
BCM_vs_ACM,Beta,28,AF7,HJ,Hjorth Mobility,RAW_AF7_HJ_Mobility,0.6831950612819229,0.6712606029063758,-0.011934458375547075,-1.7468595796277686,Decrease
BCM_vs_ACM,Beta,28,AF8,BP,Beta Band Power,RAW_AF8_BP_Beta,892105.806183542,817362.8947592227,-74742.91142431926,-8.378256357737643,Decrease
BCM_vs_ACM,Beta,28,AF8,RP,Beta Relative Power,RAW_AF8_RP_Beta,0.3827459559335109,0.3763141747978019,-0.006431781135709025,-1.6804308539386181,Decrease
BCM_vs_ACM,Beta,28,AF8,EN,Entropy,RAW_AF8_EN,5.403617459345143,5.401889472163188,-0.00172798718195466,-0.031978340342472586,Decrease
