Condition_Pair,Band,Subject,Channel,Feature_Type,Feature,Source_Column,BM,AM,Change,Change_Percent,Direction
BM_vs_AM,Gamma,22,TP9,BP,Gamma Band Power,RAW_TP9_BP_Gamma,667706.552870852,643781.7532076504,-23924.799663201673,-3.583130876930185,Decrease
BM_vs_AM,Gamma,22,TP9,RP,Gamma Relative Power,RAW_TP9_RP_Gamma,0.3886913953294094,0.3931951630936727,0.004503767764263311,1.1587001457663977,Increase
BM_vs_AM,Gamma,22,TP9,HJ,Hjorth Activity,RAW_TP9_HJ_Activity,1742170.3977314562,1666457.169488463,-75713.22824299312,-4.345914058784496,Decrease
BM_vs_AM,Gamma,22,TP9,HJ,Hjorth Complexity,RAW_TP9_HJ_Complexity,1.323222577880914,1.3199797782340854,-0.003242799646828498,-0.24506834307662034,Decrease
BM_vs_AM,Gamma,22,TP9,HJ,Hjorth Mobility,RAW_TP9_HJ_Mobility,0.6626358293389265,0.6669853576191667,0.004349528280240156,0.6563979923300297,Increase
BM_vs_AM,Gamma,25,AF7,EN,Entropy,RAW_AF7_EN,5.415429421852697,5.413381235132019,-0.002048186720678302,-0.037821316854639894,Decrease
BM_vs_AM,Gamma,25,AF7,BP,Gamma Band Power,RAW_AF7_BP_Gamma,590580.1550751188,574455.6809304663,-16124.474144652486,-2.7302770006895227,Decrease
BM_vs_AM,Gamma,25,AF7,RP,Gamma Relative Power,RAW_AF7_RP_Gamma,0.4002282075593394,0.3943764150304084,-0.005851792528931032,-1.4621139685821425,Decrease
BM_vs_AM,Gamma,25,AF7,HJ,Hjorth Activity,RAW_AF7_HJ_Activity,1484059.0017824084,1477255.0432589552,-6803.958523453213,-0.4584695430088301,Decrease
BM_vs_AM,Gamma,25,AF7,HJ,Hjorth Complexity,RAW_AF7_HJ_Complexity,1.3088610065368882,1.3114613194397269,0.002600312902838686,0.19866990382109762,Increase
BM_vs_AM,Gamma,25,AF7,HJ,Hjorth Mobility,RAW_AF7_HJ_Mobility,0.6770029380231217,0.6707176409251387,-0.006285297097982978,-0.9284002690352159,Decrease
BM_vs_AM,Gamma,25,AF8,EN,Entropy,RAW_AF8_EN,5.407930987749288,5.407180063423031,-0.0007509243262573406,-0.01388561222320379,Decrease
BM_vs_AM,Gamma,25,AF8,BP,Gamma Band Power,RAW_AF8_BP_Gamma,750437.1435967833,813609.8903559991,63172.746759215835,8.418126327867258,Increase
BM_vs_AM,Gamma,25,AF8,RP,Gamma Relative Power,RAW_AF8_RP_Gamma,0.3921151501997805,0.4030937484222536,0.010978598222473102,2.799840357323497,Increase
BM_vs_AM,Gamma,25,AF8,HJ,Hjorth Activity,RAW_AF8_HJ_Activity,1952357.91743515,2062900.39555889,110542.47812374006,5.661998608787974,Increase
BM_vs_AM,Gamma,25,AF8,HJ,Hjorth Complexity,RAW_AF8_HJ_Complexity,1.3129458453878795,1.3106003988379191,-0.002345446549960384,-0.1786400069888241,Decrease
BM_vs_AM,Gamma,25,AF8,HJ,Hjorth Mobility,RAW_AF8_HJ_Mobility,0.6709767282236022,0.6758379238797583,0.004861195656156059,0.7244954186452903,Increase
